user_id,username,location,age,gender,preferences
1515,E9500VWgabrielad,,,,"roka, serene landscaped terrace, roka riyadh showcases a unique urban design, riyadh, live edge wooden counters"
1516,jamesbristow333,,,,"roka, serene landscaped terrace, roka riyadh showcases a unique urban design, robatayaki, riyadh"
1517,TanSea,"Sydney, New South Wales",,,"robatayaki, riyadh, serene landscaped terrace, roka"
1518,946RichardT946,"London, England",,,"tahliah gate, roka, roka riyadh showcases a unique urban design, serene landscaped terrace, robatayaki, riyadh, live edge wooden counters"
1519,Matzakane,,,,roka
1520,149elafa,,,,
1521,Rinoa08,,,,"new style, peru, nobu matsuhisa, japanese"
1522,M5374IGalejandrag,Saudi Arabia,,,
1523,768ehabm,,,,"peru, nobu matsuhisa, japanese"
1524,606mile,"Rijeka, Primorje-Gorski Kotar County",,,"new style, nobu matsuhisa, peru, japanese"
1525,Guide17608898184,,,,"the food, thumbs up, satisfaction, kabab, hamour fish, iftar, iftar party, desserts were fresh and tasty"
1526,WaelEino,"Riyadh, Riyadh Province",,,"lebanese, cost, dining experience, food, riyadh, quality, service"
1527,Adventure29439978462,,,,"service, rowell, harjay"
1528,nibali2023,,,,"to amaze them,to shock you,to awe them, to amaze you, the daily dish is amazing and the service is great."
1529,mohammadh763,"Riyadh, Riyadh Province",,,"falafel, we tried the breakfast, the portion size is large, food, and we liked it., fattat homos, mediterranean, halloumi pie, service"
1530,mbG5978CV,,,,"dining experience, nurtures and leads the change, luxury, responding to the evolving needs and expectations of a discerning and sophisticated urban clientele."
1531,JohnD1988_88,"Dubai, Emirate of Dubai",,,"dining experience, luxury, responding to the evolving needs and expectations of a discerning and sophisticated urban clientele."
1532,veronicatQ6197ZT,"Montcada i Reixac, Catalonia",,,
1533,MAK1956,"Jeddah, Makkah Province",,,"billionaire riyadh inspires, executive chef, nurtures and leads the change, responding to the evolving needs and expectations of a discerning and sophisticated urban clientele., luxury, dining experience, billionaire riyadh"
1534,ruhsuad,,,,dining experience
1535,9tahirk,"Riyadh, Riyadh Province",,,"paya, performance, the place started with a bang with great menu and tasty food., kabli pulao, bbq tonite, refilling, waiters, signature dishes, taste, zing, fourth visit"
1536,Jet55644641544,"Riyadh, Riyadh Province",,,"after-meal sweets, ambience, food, salads, 😊, taste, desserts, delicacies, customer service"
1537,716attan,"Riyadh, Riyadh Province",,,"chicken qarahi, must try, sweets & fruits were all top notch., qabuli, lifestyle, qabuli rice"
1538,hibaa955,,,,"quality of fish, malai boti, zaafrani tea, biryani was average, quantity of fish inside was insufficient, kabuli pulao, biryani, ice cream, charred chicken, zaafrani tea is good if you squeeze a lemon in it which were available in sufficient quantity, chicken karahi, they should train their waiters not to ask for tip., tikka, fried fish not recommended as the coating was too thick, fish tikka, chicken shashlik, thickness, india, bbq, chicken shashlik was not of my taste, 2) since it was self service, burnt chicken, burnt chicken piece, peshawari kabab, gulab jamun, but not in sufficient quantities."
1539,S_Khan_ruh,,,,"pakistani and bbq restaurant, riyadh, a must try"
1540,Lhordtrix100185,"Cavite Province, Calabarzon Region, Luzon",,,"cosmopolitan, interactive dining experience, sumptuous cuisine, elements"
1541,sarahogan,"Riyadh, Riyadh Province",,,"sumptuous cuisine, cosmopolitan, interactive dining experience, elements, vibrant riyadh"
1542,loaye2017,"London, England",,,"cosmopolitan, sumptuous cuisine, interactive dining experience, elements"
1543,93bibif,,,,"sumptuous cuisine, cosmopolitan, interactive dining experience, elements, vibrant riyadh, riyadh"
1544,Dr_Parry_in_Bath,"Clevedon, Somerset, England",,,"sumptuous cuisine, cosmopolitan, interactive dining experience, elements, vibrant riyadh, riyadh, international cuisine"
1545,carolynaY79ME,,,,"food, mayrig, warmth and welcoming experience"
1546,CliveR860,"Manchester, Greater Manchester, England",,,"tasting, armenia, mayrig, warmth and welcoming experience, food, armenian, flavors, mayrig beirut"
1547,kalidos,,,,"armenian, mayrig riyadh, tasting, beirut, armenia, warmth and welcoming experience, mayrig, silk road, food, mediterranean flavours, riyadh, ghirnatah, mediterranean, hilton riyadh, mothers, flavors, mayrig beirut"
1548,Margherita_Riyad,"Riyadh, Riyadh Province",,,"beirut, warmth and welcoming experience, food, mediterranean flavours, riyadh, ghirnatah, armenian"
1549,Abdulmoez-Tahmaz,"Riyadh, Riyadh Province",,,"beirut, armenia, warmth and welcoming experience, food, armenian"
1550,KylieWSfrommelbourne,"Melbourne, Victoria",,,"flavour selection, are popular menu choices, mecca bah provides a modern interpretation of moroccan and middle eastern cuisine in a spectacular setting that will whisk you away to another world., flavours, including lamb with preserved lemon, mezze are served in hand made serving dishes from tunisia and provide a contemporary take on traditional dishes including kofte with yogurt and mint sauce, flavors"
1551,shtarker2016,"Melbourne, Victoria",,,"flavors, flavour selection, flavours, kof"
1552,117ginnieb,,,,"moroccan eating house, are popular menu choices, flavors, mecca bah provides a modern interpretation of moroccan and middle eastern cuisine in a spectacular setting that will whisk you away to another world., flavours, including lamb with preserved lemon, flavour selection, kof"
1553,N5481TYbridgetm,"Gold Coast, Queensland",,,"falafel, pomegranate jam and fetta, kataifi pastries filled with middle eastern cheeses, are popular menu choices, mecca bah provides a modern interpretation of moroccan and middle eastern cuisine in a spectacular setting that will whisk you away to another world., mezze are served in hand made serving dishes from tunisia and provide a contemporary take on traditional dishes including kofte with yogurt and mint sauce, including lamb with preserved lemon, kof"
1554,Sightseer468318,,,,
1555,GreenlandJu,"Manchester, Greater Manchester, England",,,"delicious, dimly lit, seattle center, open for breakfast"
1556,robertdG9673JG,,,,"dimly lit, lunch, queen of the netherlands, dinner and late night, fish & chips, philly cheesesteaks, dive bar, dinner, bar, late night"
1557,cattflorida,"Tampa, Florida",,,"dimly lit, lunch, dinner and late night, delicious, fish & chips, chicken fried steak, dinner, bar, a great place to eat and drink before and after kraken games!"
1558,ronster737,"Chicago, Illinois",,,"dimly lit, late night"
1559,knhdah,"Beaverton, Oregon",,,"delicious, open for breakfast, bar"
1560,Freedom18844687777,,,,"falafel, green olive and harissa, kataifi pastries filled with middle eastern cheeses, deep banquette lounges, chilli, such as roast pumpkin, pomegranate jam and fetta, including lamb with preserved lemon, flavors, kof"
1561,antp765,,,,"moroccan eating house, deep banquette lounges, flavors, open-air design, flavours, flavour selection, kof"
1562,andreaaI1118OZ,"Brisbane, Brisbane Region, Queensland",,,"falafel, green olive and harissa, mezze are served in hand made serving dishes from tunisia and provide a contemporary take on traditional dishes including kofte with yogurt and mint sauce, and tasty tagines"
1563,B8089YGjohns,"Brisbane, Brisbane Region, Queensland",,,"flavour selection, green olive and harissa, are popular menu choices, mecca bah provides a modern interpretation of moroccan and middle eastern cuisine in a spectacular setting that will whisk you away to another world., including lamb with preserved lemon, mezze are served in hand made serving dishes from tunisia and provide a contemporary take on traditional dishes including kofte with yogurt and mint sauce, flavours, flavors, kof"
1564,travel_novice72,,,,"moroccan eating house, falafel, green olive and harissa, kataifi pastries filled with middle eastern cheeses, are popular menu choices, flavors, open-air design, chilli, flavours, pomegranate jam and fetta, such as roast pumpkin, including lamb with preserved lemon, flavour selection, kof"
1565,376steview,,,,"i went last night and picked up an order that i placed., ground beef, chicken, i got home., burrito, i called today to let them know and get a replacement and they said i had to call last night to do anything.terrible customer service., shredded chicken, grilled chicken"
1566,136ginav,"Antioch, California",,," bean dip, bean dip, americanized mexican food, chips, why?, mecca was a bustling thriving place all the time, i guess it pretty much still kind of is., i want to know, mecca, mexican food, flavours, mahaj, i want answers, flavors, pilgrimage"
1567,photogenius223,"Washington DC, District of Columbia",,,"fast delivery, chips, food, mexico, mexican food, mexican culture, great service, cool food at a fair price and offer"
1568,429aleksandraz,,,,"i have never tried something so bad., lengua, performance, takeout, meat, carne asada, low quality, performance measurements, burn, asada, mecca, stinky"
1569,raenetteg,"Antioch, California",,,"pittsburg, salvador, salvadorian, nicaraguan"
1570,Gwarts,"Littleton, Colorado",,,"egg, drinks, breakfast burger, lifestyle, barangay, mimosas, drink, mimosa, fries were good, foods, all the staff were very professional and professional, food, egg was cooked perfectly as was the burger, edited, wrote up, breakfast, filled me write up, burger, outcomes"
1571,Footprints517414,,,,"cold, i am sorry., biscuit, sorry guys, gnarly, bacon, service, eggs, quality of life, gnarly bacon"
1572,Wesley-Raleigh,"Raleigh, North Carolina",,,"reliability, food, flavors, took some friends for an afternoon walk downtown., quality, service, fun"
1573,Jodi307,,,,"friendliness, achievement, design, history, brunch, location, overwork, food and drink, mediterranean, gastronomy, servers, delicatessen, antiquities"
1574,424megana,"Raleigh, North Carolina",,," mecca diner, ordered drinks, our waiter rubbed his nose the entire time taking our order., i got coffee and asked for creamer 3x., i went this morning with my friend and her nephew and the service was terrible., review, 3x, french toast, pancakes, nephew, we sat down at a table, french toast strata"
1575,dhui,"Sydney, New South Wales",,,"brunch, food, the place served excellent coffee and food, service was prompt and helpful., quality, great service"
1576,336Chelsea,"Sydney, New South Wales",,,"covid visit, coffee"
1577,dlollato,"Brisbane, Brisbane Region, Queensland",,,coffee
1578,Gelderlander,,,,"servicing, staff, coffea, saucer, cppuccino with eye for detail, confidence, quality, coffee"
1579,vicob2018,"Sydney, New South Wales",,,"the staff, the food, the service, the chef definitely have a fine dining experience, next level, the food we were served, the lady who served us, the only down side was the service, we came just to have a quick breakfast before we send our friends to the airport., we were surprised by the quality of food that we had, not your typical breakfast place, service, coffee was great as well!"
1580,tommomelbourne,"Melbourne, Victoria",,,"barangaroo, lamb kebabs, middle eastern appearance, was not very welcoming and friendly and quite surly., barangaroo wih four of us, bread and dips, quality of life, customer service, happy hour"
1581,snewzr,"Christchurch, Canterbury Region, South Island",,,"light, wet, cauliflour, lamb, mezze, service too was great - quick, sticky chicken, spicy and well presented, family treat, food, flat bread, mecca bah, coma bah, felafel, marathon, courteous and despite an early wedding party setting up it was attentive., wonderful day, tasty"
1582,jacquitohc,"Auckland Central, North Island",,,"barangaroo, gait/walking challenges, tajine, succulent, lunch, ideal location for lunch, stroke, tajine for lunch, burger, legbrace, meccabah"
1583,HappTrav1967,"Wakefield, West Yorkshire, England",,,"tagina, sydney, review, reviews, tagine, service, customer service"
1584,924bettye,"Melbourne, Victoria",,,"culture, platter, lunch, insta-camable, bursary, food, insta-gramable, drinks, sharing platter, middle eastern theme, fun, middle eastern, birthday"
1585,V977OVjanea,,,,"spaghetti, tasting, restaurant, dine-in, pasta, chopped"
1586,LewisH27,"Dubai, Emirate of Dubai",,,tasting
1587,940diannec,,,,"tasting, restaurant, dine-in, chopped, rooftop"
1588,ltT5214DI,,,,"tasting, dine-in, restaurant"
1589,M4verick14,"Sydney, New South Wales",,,"tasting, pasta, restaurant"
1590,155kerriep,"Perth, Greater Perth, Western Australia",,,"breakfasts, will come back, local, drinks, breakfast, coffee, muffins"
1591,83jandavidc,,,,"zucchini corn fritter, benedict, service was good, corn, generous portions, hubby, food was good, staff very friendly, large portions, eggs benedict"
1592,DarrenS1958,"Perth, Greater Perth, Western Australia",,,"appetite, tapas, sharing, suburbans, cute and cosy neighbourhood family run business  with excellent front of house service , tasting, byo with no corkage, paella, dining experience, quality time, space, pasta, reviews, outcomes, prawn fettuccine, prawns"
1593,naomi3040,"Essendon, Moonee Valley, Greater Melbourne, Victoria",,,"friends, pram, family, easter break, mains, mecca, we had a lovely time with delicious food, welcome, service was friendly and attentive but not in your face., flavors, garlic"
1594,ClaytonFamily44,,,,"extremely disappointing, chicken marsala, chef, stuff chicken breast, losers, microwaves, burn, mains, tuff as boots, diet coke, chicken marsala my son ordered the stuff chicken breast both came out within 5 minutes after we witnessed them put in the microwave., sauce, outcomes, ice coffee, losses"
1595,Global10824489173,"Swanscombe, Kent, England",,,"our values, our history"
1596,ruthwW981ES,,,,"curry mecca, our values, gravesend, heritage, india, modern flair, china, flavours, exotic flavours, mouth-watering dishes, tongue-tingling flavours"
1597,D9763EKjohna,,,,"curry mecca, our values, modern flair, exotic flavours, mouth-watering dishes, south asian heritage"
1598,868kevinr,"Gravesend, Kent, England",,,"curry mecca, spices, our values, india, flavours, exotic flavours, mouth-watering dishes, tongue-tingling flavours"
1599,Journey623398,,,,"curry mecca, our values, south asian heritage, gravesend, modern flair, flavours, our history"
1600,shahq2021,,,,"burger fusion, signature burgers, western innovation"
1601,bolaa241,,,,
1602,217mustafah,,,,"american smash burger, moroccan innovation, medina burger, signature burgers, sauce&burger, secret sauce"
1603,Quest47233666801,"Coventry, West Midlands, England",,,
1604,Flyer24703788910,"Liverpool, Merseyside, England",,,"signature burgers, secret sauce, burger fusion"
1605,LDM125,"Vancouver, British Columbia",,,"waffles, risotto, local sourcing, sustainable sourcing, locally integrated suppliers, pancreatic, artistry, local food, bacon, magic"
1606,244alexl,"Arlington Heights, Illinois",,,"waffles, tasty, food, drinks, cafe medina, mediterranean, moroccan maria, pearl couscous"
1607,rickpoet,"Los Angeles, California",,,we felt really well taken care of.
1608,vygurl,"Washington DC, District of Columbia",,,"highly recommend both dishes, cocktails were great especially the coffee spike and coffee spike., food, the fricassee was well flavored and the wolves breakfast had a great variety of meats., came here for lunch wednesday and it was packed!, including chicken, we left our name and number—we waited about 30 mins., service was good as well!, bar"
1609,suzannemH5040SC,,,,"coffee, wait time, wait list, service, vancouver, inner city vibe"
1610,RoSchu500,,,,"we had a great time.the price is appropriate for the taste and portion size of our meal., dante was very nice and patient with our spanish (;), paratrichodera, peruvian, the servers were friendly."
1611,NicolasCaqueo,,,,"quality service, high-quality service, medina's, quality food, arica, peruvian food, a great place worth a visit!"
1612,TAZ1891,"Bournemouth, Dorset, England",,,"barbecues, lemonade, meat, italian cuisine, food, warm evening, quality, service, mexican cuisine, quality of life"
1613,oskodvin,"Stokmarknes, Hadsel Municipality, Nordland, Northern Norway",,,"staff, south america, peru, lomo saltado, food, peruvian cuisine"
1614,AndreL583,"Curico, Maule Region",,,"satisfaction, culture, fast skin, service, sargo fish, ceviche, food, peru, limeña, edgar, sargo, crispy skin, fish"
1615,birgitm2013,,,,"medina, moroccan cuisine, tagine"
1616,peterm948,"Liverpool, Merseyside, England",,,"mediterranean, tagine"
1617,Mandy5582,,,,"pastilla, moroccan cuisine, tagine"
1618,jenshaetty,"Tervuren, Flemish Brabant Province",,,"fusion, medina, mediterranean, tagine"
1619,Livmallu,United Kingdom,,,
1620,Minnielanka69,"Herefordshire, England",,,"medina restaurant, mediterranean, a gastronomic experience within honey coloured stone walls in the heart of mdina"
1621,DeL549,Brussels,,,mediterranean
1622,636dukes,,,,a gastronomic experience within honey coloured stone walls in the heart of mdina
1623,emmalM3135UX,,,,"a gastronomic experience within honey coloured stone walls in the heart of mdina, medina restaurant"
1624,574cathrinei,,,,"mediterranean, medina restaurant"
1625,lalaforbes,,,,"""good"" is our concept., ""good"", taste, flavours, flavors"
1626,Tour67292667790,,,,"""good"" is our concept., moroccan, kui for ""cooked"" and zin for ""good"", kui-zin, ""better"", ""good"", taste, flavours, natural, kenza"
1627,dancet2024,,,,"""good"" is our concept., french dishes, kui-zin, ""better"", ""good"", kenza, french, italian, taste, flavours, natural, flavors"
1628,andromart56,"Rijeka, Primorje-Gorski Kotar County",,,"""good"" is our concept., moroccan, kui-zin, ""better"", ""good"", kenza, taste, flavours, natural, flavors"
1629,patriciagnn,"Lisbon, Lisbon District, Central Portugal",,,"moroccan, ""good"", taste, flavours, flavors"
1630,TravFami,,,,"appetite, tunesian, bistro, restaurant offers a soup as appetizer and liqueur of the house after you finish., tunesian cuisine, atmospheric ambiance, location, quality, service, highly recommended restaurant"
1631,CanberraDiner,,,,"lockdowns, very generous, achievement, very large, japanese food, very generous servings., acknowledgement, achieving, belgium, chinese food, takeaway, service, thai food, quality of life, customer service"
1632,ricofernandov,"Alkmaar, North Holland Province",,,"preparation, will come back here if i was around, la medina, quick and friendly serving, staff, mixed-croatian, d’agneau, food, dining, service, couscous brochette, if i needed to,, nutrition"
1633,bugblue57,"Lincoln, Lincolnshire, England",,,"2 euros for a beer or 3 for wine sorted 👍, had a cracker of a meal here 16 may 2016, chef, mega meal at a very decent price., menu, french, cuisine, beef skewers, chicken skewers, meat balls tajine"
1634,JAAM,"Almere, Flevoland Province",,,"teenagers, great service, excellent food, excellent service, dishes"
1635,Nomad54287485979,,,,"vegan cous cous, restaurant, food, vegetarian cous cous, service, cous cous"
1636,Passport24587864689,,,,"japanese food, korean food, filling, food, waiters, great customer service and beautiful, chinese food, atmosphere"
1637,mariammV5927PG,,,,"appetite, muslim family, splitting, lifestyle, food, uk, quality, service, bed"
1638,723renato_,United Kingdom,,,"ismail, restaurant, review, food, recommendation, chat, recommended for sure., service"
1639,arirritaa,United Kingdom,,,"will be back..., “the boss” was super friendly and prepared for me a “cake “ for my birthday., food was amazing, perfect flavours, perfect cooking and flavours, ismael was really kind and helpful for every request we had., thank you ☺️☺️, chicken, rice, lunch really good"
1640,754luisat,Majadahonda,,,taste
1641,laurilalili,"Nice, French Riviera - Cote d'Azur, Provence-Alpes-Cote d'Azur",,,"dar el medina, taste, originality, taste & originality meet!, souq al sabat -rabat"
1642,maryseg969,,,,"taste & originality meet!, taste, moroccan cuisine"
1643,Sightseer39379046196,"Aarhus, East Jutland, Jutland",,,"taste & originality meet!, taste, souq al sabat -rabat, moroccan cuisine"
1644,Ryx44,Berlin,,,"moroccan cuisine, dar el medina, taste, originality, taste & originality meet!"
1645,alexiat781,,,,"merguez, watery sauce, vegetable, couscous, dry, service"
1646,377oussamad,,,,"prices, bill, i recommend to go to this restaurant with a friend of mine for my birthday because i went there 3 years ago and it was quite nice., food, waiter, fasting, water"
1647,andrewsN5394RG,,,,"basic, watery, low budget,  ordinary, food, middle eastern, a lot of food"
1648,SamAtlantis_Bkk,Bangkok,,,"not far from where i lived., chef/ cook, experience, couscous, chicken skewer, venue, merguez, dinner, stew, dining in a restaurant is all about an experience and this was not a good one., i lived in a small town, food, skewer, semoule, meat, entree, sausage, reviews, service, lamb, moroccans, undercooked meat, meal, royal, i bluntly shared my comment to the young gentleman who seemed to be in charge but the reaction was certainly not as i expected., spices, chicken, chickens"
1649,3112madina,Kinshasa,,,"spices, la médina is a really great moroccan restaurant... the decor and presentation were excellent., we promise., we will be back, belgium, moroccan spices"
1650,JonathanW480,"Burlington, Vermont",,,"mixed grill with hummus was delicious., freshly prepared, outside seating area, sandwiches, angus, freshly prepared steak, fast service, normal or spicy, delicateness, juices, worth a try, fast food, outdoor seating, take away, quality, quality of life, quick service and reasonable price, shawarma, choices, angus meats, large portions  - nicely prepared., afghani, falafel is also delicious., eh?, steaks, middle eastern, burgers, tabuk, friendly atmosphere, sohar road, quality food, bursa, wraps, sohar, bread"
1651,micb478,,,,
1652,Aeger_1982,,,,"angus, angus meats"
1653,omyraha,,,,"arab cuisine, signature burgers"
1654,carlysj2014,"Perth, Greater Perth, Western Australia",,,"quality service, local menu, restaurant, antique collection, server gave great recommendations and made our lunch a lot of fun., saudi arabia, favorites, traditional seating"
1655,osamamansour2018,"Tabouk, Tabuk Province",,,"staff are not very welcoming., crowded and noisy community., invite your guests there, historical environment, it won't let you down., belonging is a very old, food, flavors, traditional food"
1656,YaserKKK,"Zagazig, Sharqia Governorate",,,"clean staff, meals are always delicious., is known for its food, attention, performance, clean restaurant, prices are near the double of its competitors., lazy, food, delicious, flavored, desert tents, value, quality, atmosphere, lackfulness, an italian restaurant"
1657,Y9536CG_,"Tabouk, Tabuk Province",,,"culture, private rooms, old and historical, relaxation, great experience with this restaurant the food great taste and spicy 🌶 so my advice to till them to decrease the level of spice in the food., vip membership, history, for the price it's equally good., historical sites, meat, food, chicken and beef, chicken, tints, beef, vip, old houses"
1658,abdullahaB9898GW,,,,"bshawer rice, mandi chicken"
1659,j0viald,,,,"one would not get disappointed here, nor would they, the food is clean, the staff is friendly and the portions are good."
1660,saurinb167,"Orange, Ohio",,,"a little too much heavy cream for my liking, i suppose, biryani, the address for this restaurant is incorrect."
1661,830nabilj,,,,"authentic, fresh, biryani bucket, chicken, quality, biryani"
1662,sofiabY3596MH,,,,meat
1663,BizTrv3lr,Manama,,,"spaghetti, steakhouse restaurant, american cuisine"
1664,Bibiana54,"Botucatu, State of Sao Paulo",,,"spaghetti, steakhouse restaurant, american cuisine"
1665,ykiran77,"Dubai, Emirate of Dubai",,,"quality service, staff, restaurant, indian culture, quality food, luxury, palace, indian food, authentic indian taste, opulence"
1666,Road26595260072,,,,"sar, butter chicken, sweet n sour chicken, ses, sour chicken, sar for 2 of us"
1667,Discover721334,"Medina, Al Madinah Province",,,"staff behaviour, respect, black suit and specs, behaviour management, family, black suit, waiters, work on behaviour, kindly someone conveyed this message to the owner, shameful behaviour, rude behaviour, management, specs"
1668,tnpole,"Brisbane, Brisbane Region, Queensland",,,"dal fry, food, location, india, indian restaurant, quality, spicy sauces, tabuk"
1669,skhasib,,,,"4,5,6,7,8,7, nan, pricewise, choice, fish, not very expensive, roti, respect, bread, confidence, non-meat, awareness and confidence, 3,4,5,6,7,8,7, vegetarian, food choice, 1,2,3,4,5,6,7,7, flavors, 1,2,3,4,5,6,7,8,2, 3. non-vegetarian, fish items, place is clean and well maintained,, flavor"
1670,amyaz1,"Houston, Texas",,,"old, smelly, albustan restaurant it is very old"
1671,farist2013,,,,"food, making up the place.. food not bad, plastic dished and weared furniture is something unbearable here i'm afraid..., cleaning up"
1672,muhammadyasinkhan0,"Tabouk, Tabuk Province",,,"bads food and a very dim enviornment,  singles are better off!, family dinners"
1673,Fareeda123,Saudi Arabia,,,"steak, pasta, service and food quality was good., atmosphere was nice too and overall was good quality for money"
1674,863mays,"Tabouk, Tabuk Province",,,"children, barbecues, its was was nice atmosphere and nice welcoming stuff., family"
1675,drbishra,,,,service
1676,AkinR18,"Kent, England",,,
1677,banskoboy2013,Saudi Arabia,,,"middle eastern, middle eastern food"
1678,672marygracec,,,,"middle eastern, our special way, middle eastern food"
1679,778kareemh,"Riyadh, Riyadh Province",,,"cheeses, potato, mortadella, vegetables, classic with white beans & mix, tuna"
1680,sweetynims,"New Delhi, National Capital Territory of Delhi",,,"seafood, ocean basket jazan, value"
1681,matthewbL8684AF,"Al Jubail, Eastern Province",,,"seafood, hot chocolate, liquid, mall"
1682,McdExplorer,,,,"coffee shop, mobile, view, seafood, home-from-home, open coffee shop, value, mall area, ocean basket jazan, noise"
1683,jcgmdh,"Manila, Metro Manila, Luzon",,,"home-from-home, value"
1684,oilpatchmike1,,,,"shrimp, seafood, fish, grilled fish"
1685,SamirTafesh,"Riyadh, Riyadh Province",,,"appetizers, turn, burns, ramadan, seafood, salads, grilled fish, shrimp, fish"
1686,saraalhebshi,"Jeddah, Makkah Province",,,"shrimp shavings are very good, jizan, shrimp tajin is very good, seafood, grilled fish, shrimp, fish, thai cuisine"
1687,Mourdash,"Riyadh, Riyadh Province",,,jizan
1688,JDREY,"Lyon, Rhone, Auvergne-Rhône-Alpes",,,"canteen, local people, ypu, i recommend,, food, cuisine, saudi arabia, i recommend, fish, cuisines, red sea"
1689,ebenzahem,"Riyadh, Riyadh Province",,,"avrege overall restaurant, midume clean restaurant, furnace fish"
1690,NikosItalia,Brussels,,,"amen, i have a surprise for you!, elegant cafe with amazing music and excellent quality coffee, the guys who are running it are super friendly and kind., snacks, sweet and snacks, coffee"
1691,migens_from_Y,"Moscow, Central Russia",,,pandemic
1692,desertdiablo,"Larkspur, Colorado",,,"jizan, jeddah restaurant, they close for prayer and kick you all out, green dressing, shwarma, fish, so time your visit accordingly., green salad"
1693,yahyaa514,"Jeddah, Makkah Province",,,"coffee shop, jazan, i really like it, i really like the design, figaro, coffee, i like the characters"
1694,Rkreview15,Doha,,,"coffea, help, coffe and pastre items are delicious., coffeas, pastre, service, coffe"
1695,mery-2023,,,,"italian restaurant, pizza, soup"
1696,09Daisy,"Dubai, Emirate of Dubai",,,"the food, fry dal, the dishes, the preparation, fry dal was good, india, plain naan, indian restaurant, fries dal, basic decor"
1697,Shougi-Makafi,,,,"food served superfast, staff aware of what they must do, briyani rice, micorwave, quality of food, food, tikka masala, what they cannot do,, tables not comfortable but clean always.. ready to serve and table cover prepared even before you seated., i think i will not come again because i came to eat for the taste which i could not get., taste, rice, service, place is small as weekend you need to wait but serving is fast, superfast"
1698,Basimzh,"Jazan, Jizan Province",,,"food, waiters, cuisine, indian, service, families"
1699,alsolami252,"Jeddah, Makkah Province",,,"breonna chicken brioni, indian"
1700,aliaskar,"Riyadh, Riyadh Province",,,"service, dynamite shrimp, food, tikka masala, خدمة ممتازة ونظافة, rice, shrimp, chicken galfrizi"
1701,thilina2v,"Colombo, Western Province",,,"halal,hot thin crust italian pizza with all fresh ingredients served hot,simple seated area,friendly service and hospitality"
1702,141santhushd,"Hikkaduwa, Galle District, Southern Province",,,
1703,814cherift,,,,
1704,Toprichhotels,,,,"halal,hot thin crust italian pizza with all fresh ingredients served hot,simple seated area,friendly service and hospitality"
1705,spana27,,,,"halal,hot thin crust italian pizza with all fresh ingredients served hot,simple seated area,friendly service and hospitality"
1706,JenanJamal,Kuwait City,,,"diners, filipino food, gloves, appetite, staff, soya sauce, hand-me-me, food, shrimp with soya sauce, apron, cuisine, quality, shrimp, flavors, coffee"
1707,alakhwand,Kuwait City,,,"shrimp, mussel, cajun sauce, mussels dampafeast"
1708,malvisbihc,,,,"dampa sea food, fish, mexican sauce, tilapia fish"
1709,karencH3055DF,,,,"eating with your hands, hands, i'd recommend going., sticky rice, hot and tasty, sauce, prawns, thai cuisine"
1710,liljoy31,"Salmiya, Hawalli Governorate",,,"stephanie, crab scallops, she has remembered us since we came three years ago and when we are gone for long periods she is always there with a big smile to welcome us back., feast, seafood lovers, texas, quality of life, dampa royale, seafood, crab, delicacy, service, shrimp, flavors, dampa feast, gulf region, kuwait, jumbo shrimp, flavours"
1711,780fritzr,"London, England",,,"japanese cuisine is rich in culture and encompasses not only the food, sakura, tepanyaki, food, sashimi"
1712,73nanditab,,,,"japanese cuisine is rich in culture and encompasses not only the food, kuwait, sakura, tepanyaki, food, sashimi, flavors, creativity"
1713,E8209KZangelav,,,,"food, sashimi, tepanyaki"
1714,Happiness38545724294,,,,"kuwait, sakura, tepanyaki, food, sashimi, creativity"
1715,farahmW852ST,,,,"japanese cuisine is rich in culture and encompasses not only the food, kuwait, but the entire dining experience., sakura, tepanyaki, food, sashimi, flavors"
1716,497asepd,,,,alfresco
1717,912engb,,,,"alfresco, a charming spot serving the unique meduse brand shisha experience complemented by an array of real fruit flavoring to choose from."
1718,Glendareal22,"Dubai, Emirate of Dubai",,,"alfresco, gulf, a charming spot serving the unique meduse brand shisha experience complemented by an array of real fruit flavoring to choose from."
1719,r0nalieha,,,,
1720,Explorer58297431660,,,,alfresco
1721,MerayyanR,Kuwait City,,,"cardamom, my third, shrimp hamsa, i promise., sonia, meera, mahishma, the history, karak tea, my second, hamsa, gave me the impression that the team is caring about the guest and also keen not to have food waste., saffron and leches cake, banana milk, i’ll come back again and again, leches cake, the culture, the people, i felt an immediate connection with the place"
1722,AlSuwaidi_R7,"Abu Dhabi, Emirate of Abu Dhabi",,,"family gathering, dining out, family/friends, mexican cuisine, delicatessen, relative gathering"
1723,hnhashmi,"Salmiya, Hawalli Governorate",,,"great atmosphere, gastro-bistro-restaurant, thai culture, great food, nice place, thai food, great drinks"
1724,Alkhatnai,"Edinburgh, Scotland",,,"food, traditional, gulf"
1725,1nidalt,,,,"came here with my uncle and really enjoyed the karak chai., delicious tea, kunafa"
1726,shuaibia,,,,"flavors, coffee, coffee brewing"
1727,paulsmithun,Kuwait City,,,"coffee, coffee brewing"
1728,RohanRoy,"Chennai (Madras), Chennai District, Tamil Nadu",,,"italian cuisines, barbera kuwait, flavors"
1729,RohanRoy21,"Chennai (Madras), Chennai District, Tamil Nadu",,,"italian cuisines, flavors"
