user_id,username,location,age,gender,preferences_x,preferences_y
11,HeyRaeHey,"San Francisco, California",,,,"Free parking, Internet, Free Internet, Wheelchair access, Free Wifi, Non-smoking rooms, Air conditioning, Refrigerator in room, Wifi, Microwave, Non-smoking hotel, Outdoor pool, Bath / Shower, English The Mecca Motel welcomes, singles, couples and the solo traveler. Great location, centrally located to the attractions of the Pikes Peak region. Near Manitou Springs, am coffee, swimming pool, cable TV, high speed WI-FI, clean & family owned. Open for Summer seasonal business."
12,Pattyrowlightly,"Charleston, South Carolina",,,,"Pool, Internet, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Non-smoking hotel, Safe, Swimup Bar, Flatscreen TV, Breakfast Buffet, Poolside Bar, Butler Service, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Sauna, Additional Bathroom, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, Coffee Shop, Couples Massage, Currency Exchange, Doorperson, English, Entertainment Staff, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Hair Dryer, Hammam, Head Massage, Hindi, Iron, Ironing Service, Kid-Friendly Buffet, Laptop Safe, Massage, Newspaper, Nightclub / DJ, Pool / Beach Towels, Pool with View, Portuguese, Paid Private Parking On-site, Paid Private Parking Nearby, Paid Public Parking Nearby, Paid Public Parking On-site, Russian, Salon, 24-Hour Security, Secured Parking, Shoeshine, Shops, Snack Bar, Soundproof Rooms, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Turkish, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Kids pool, Air Purifier, Children's Playground, Electric Kettle, First Aid Kit, Highchairs Available, Manicure, Pedicure, Personal Trainer, Strollers, Tile / Marble Floor, Ukrainian, Umbrella, Urdu, Valet Parking, Walk-in Shower, Beach Access Looking for a place to stay in Dubai? Then look no further than Rixos Premium Dubai, a luxury hotel that brings the best of Dubai to your doorstep.
Guest rooms offer amenities such as a flat screen TV, air conditioning, and a minibar, and guests can go online with free wifi offered by the hotel.
Rixos Premium Dubai features room service and a concierge, to help make your stay more enjoyable. The property also boasts a pool and breakfast. If you are driving to Rixos Premium Dubai, free parking is available.
Close to some of Dubai's most popular landmarks, such as Flying Cup (0.3 mi) and Dubai Water Canal (0.6 mi), Rixos Premium Dubai is a great destination for tourists.
While in Dubai, you may want to check out some of the restaurants that are a short walk away from Rixos Premium Dubai, including Buddha-Bar (0.7 mi), Barasti Beach Bar (1.0 mi), and Observatory Bar & Grill (0.9 mi).
Best of all, Rixos Premium Dubai makes it easy to experience some great Dubai attractions like The Walk At JBR (0.3 mi), which is a short distance away.
We’re sure you’ll enjoy your stay at Rixos Premium Dubai as you experience everything Dubai has to offer.
"
13,Safari593592,,,,,"Pool, Internet, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Non-smoking hotel, Safe, Swimup Bar, Flatscreen TV, Breakfast Buffet, Poolside Bar, Butler Service, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Sauna, Additional Bathroom, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, Coffee Shop, Couples Massage, Currency Exchange, Doorperson, English, Entertainment Staff, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Hair Dryer, Hammam, Head Massage, Hindi, Iron, Ironing Service, Kid-Friendly Buffet, Laptop Safe, Massage, Newspaper, Nightclub / DJ, Pool / Beach Towels, Pool with View, Portuguese, Paid Private Parking On-site, Paid Private Parking Nearby, Paid Public Parking Nearby, Paid Public Parking On-site, Russian, Salon, 24-Hour Security, Secured Parking, Shoeshine, Shops, Snack Bar, Soundproof Rooms, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Turkish, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Kids pool, Air Purifier, Children's Playground, Electric Kettle, First Aid Kit, Highchairs Available, Manicure, Pedicure, Personal Trainer, Strollers, Tile / Marble Floor, Ukrainian, Umbrella, Urdu, Valet Parking, Walk-in Shower, Beach Access Looking for a place to stay in Dubai? Then look no further than Rixos Premium Dubai, a luxury hotel that brings the best of Dubai to your doorstep.
Guest rooms offer amenities such as a flat screen TV, air conditioning, and a minibar, and guests can go online with free wifi offered by the hotel.
Rixos Premium Dubai features room service and a concierge, to help make your stay more enjoyable. The property also boasts a pool and breakfast. If you are driving to Rixos Premium Dubai, free parking is available.
Close to some of Dubai's most popular landmarks, such as Flying Cup (0.3 mi) and Dubai Water Canal (0.6 mi), Rixos Premium Dubai is a great destination for tourists.
While in Dubai, you may want to check out some of the restaurants that are a short walk away from Rixos Premium Dubai, including Buddha-Bar (0.7 mi), Barasti Beach Bar (1.0 mi), and Observatory Bar & Grill (0.9 mi).
Best of all, Rixos Premium Dubai makes it easy to experience some great Dubai attractions like The Walk At JBR (0.3 mi), which is a short distance away.
We’re sure you’ll enjoy your stay at Rixos Premium Dubai as you experience everything Dubai has to offer.
"
14,ferzendes2024,,,,,"Pool, Internet, Free Internet, Free parking, Wifi, Free Wifi, Business center, Fitness center, Room service, Suites, Restaurant, Spa, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Laundry Service, Concierge, Banquet Room, Air conditioning, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Non-smoking hotel, Safe, Flatscreen TV, Lazy River, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Infinity Pool, Adult pool, Outdoor pool, Private Beaches, Parking, Free Shuttle or Taxi Services, Facilities for Disabled Guests, Housekeeping, Sauna, Adults Only, Aerobics, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Bridal Suite, Car Hire, Coffee / Tea Maker, Couples Massage, Currency Exchange, Diving, Doorperson, English, Evening Entertainment, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Gift Shop, Hair Dryer, Head Massage, Interconnected room(s) available, Iron, Ironing Service, Italian, Laptop Safe, Massage, Pool / Beach Towels, Pool with View, Salon, Seating Area, 24-Hour Security, Shoeshine, Snorkeling, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Telephone, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Bidet, Cable / Satellite TV, Canoeing, Express Check-in / Check-out, Chinese, Complimentary Tea, Desk, Electric Kettle, Mini Golf, Mountain View, On-Demand Movies, Outdoor Dining Area, Private Bathrooms, Radio, Soundproof Rooms, Walk-in Shower, Wardrobe / Closet, Water Sport Equipment Rentals Standing majestically on a cliff top overlooking the turquoise waters of the Gulf of Oman, Shangri-La Al Husn offers a sophisticated private hideaway in Muscat. The private and secluded 100-metre beach and infinity pool are reserved for the exclusive use of guests, who not only enjoy signing privileges at the adjacent sister property Shangri-La Barr Al Jissah, but can indulge in daily luxuries like afternoon tea and aperitif hour at no extra cost. Shangri-La Al Husn strives to provide an atmosphere of the utmost tranquillity, and thus maintains a policy of only encouraging guests over the age of 16."
15,Z2818RZalia,,,,,"Pool, Internet, Free Internet, Free parking, Wifi, Free Wifi, Business center, Fitness center, Room service, Suites, Restaurant, Spa, Airport transportation, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Laundry Service, Concierge, Banquet Room, Air conditioning, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Non-smoking hotel, Safe, Flatscreen TV, Lazy River, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Infinity Pool, Adult pool, Outdoor pool, Private Beaches, Parking, Free Shuttle or Taxi Services, Facilities for Disabled Guests, Housekeeping, Sauna, Adults Only, Aerobics, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Bridal Suite, Car Hire, Coffee / Tea Maker, Couples Massage, Currency Exchange, Diving, Doorperson, English, Evening Entertainment, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Gift Shop, Hair Dryer, Head Massage, Interconnected room(s) available, Iron, Ironing Service, Italian, Laptop Safe, Massage, Pool / Beach Towels, Pool with View, Salon, Seating Area, 24-Hour Security, Shoeshine, Snorkeling, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Telephone, Valet Parking, VIP Room Facilities, Wake Up Service / Alarm Clock, Bidet, Cable / Satellite TV, Canoeing, Express Check-in / Check-out, Chinese, Complimentary Tea, Desk, Electric Kettle, Mini Golf, Mountain View, On-Demand Movies, Outdoor Dining Area, Private Bathrooms, Radio, Soundproof Rooms, Walk-in Shower, Wardrobe / Closet, Water Sport Equipment Rentals Standing majestically on a cliff top overlooking the turquoise waters of the Gulf of Oman, Shangri-La Al Husn offers a sophisticated private hideaway in Muscat. The private and secluded 100-metre beach and infinity pool are reserved for the exclusive use of guests, who not only enjoy signing privileges at the adjacent sister property Shangri-La Barr Al Jissah, but can indulge in daily luxuries like afternoon tea and aperitif hour at no extra cost. Shangri-La Al Husn strives to provide an atmosphere of the utmost tranquillity, and thus maintains a policy of only encouraging guests over the age of 16."
16,Daniyall_G,"West Midlands, England",,,,"Pool, Free parking, Internet, Free Internet, Free Wifi, Laundry Service, Suites, Kids Activities, Room service, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Refrigerator in room, Minibar, Conference Facilities, Babysitting, Non-smoking hotel, Safe, Rooftop Bar, Swimup Bar, Heated pool, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Sauna, Additional Bathroom, Afrikaans, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Bridal Suite, Car Hire, 24-Hour Check-in, Chinese, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Doorperson, English, Extra Long Beds, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, German, Gift Shop, Hair Dryer, Head Massage, Hindi, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Laptop Safe, Massage, Newspaper, Nightclub / DJ, Outdoor Furniture, Parking Garage, Pool / Beach Towels, Private Check-in / Check-out, Russian, Salon, Seating Area, 24-Hour Security, Secured Parking, Shoeshine, Shops, Soundproof Rooms, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Telephone, Turkish, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Kids pool, Archery Off-site, Bidet, Bowling Off-site, Cable / Satellite TV, Express Check-in / Check-out, Children's Television Networks, Children's Playground, Clothes Rack, Couples Massage, Electric Kettle, Executive Lounge Access, First Aid Kit, Free Wifi in the Business Center, Free Wired Internet in the Business Center, Full Body Massage, Hand Massage, Happy Hour, Highchairs Available, iPod Docking Station, Landmark View, Manicure, Neck Massage, Outdoor Dining Area, Pedicure, Personal Trainer, Pool View, Private Bathrooms, Radio, Shallow End, Squash Off-site, Sun Deck, Tamil, Tennis Court Off-site, Tile / Marble Floor, Ukrainian, Umbrella, Urdu, Valet Parking, Walk-in Shower, Wardrobe / Closet, Water Park Off-site, Photo Copier / Fax In Business Center A stunning landmark hotel in a distinctive pyramid shape merges Asian style with an Egyptian aesthetic. Ideally located in the city center with a shopping adventure lies around the corner as Raffles Dubai adjoins Wafi mall, one of Dubai's most exclusive shopping and leisure destinations, home to hundreds of boutiques offering an extensive selection of international haute couture, jewelries and gifts in addition to nearby authentic souks, including the impressive Khan Murjan, offering traditional crafts by artisans from the region. Featuring 252 luxurious rooms and suites, this award-winning Dubai hotel offers some of the most spacious rooms in the city, each with generously-sized private balconies. Brilliant contemporary interiors, faultless service and 7 superb restaurants and bars offering an extensive array of dining, entertainment and clubbing options, while Raffles Spa beckons with a pampering menu to emerge transformed, like a lotus that journey from bud to the radiance of full bloom."
17,WD87,"Dubai, Emirate of Dubai",,,, Poolside alfresco dining with an authentic menu from the family recipe book of our Italian Chef. Try his homemade pasta particularly the Lasagna or one of the many crispy pizzas.
18,596prasadt,,,,,"Pool, Free parking, Internet, Free Internet, Free Wifi, Laundry Service, Suites, Kids Activities, Room service, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Smoking rooms available, Accessible rooms, Refrigerator in room, Minibar, Conference Facilities, Babysitting, Non-smoking hotel, Safe, Rooftop Bar, Swimup Bar, Heated pool, Flatscreen TV, Rooftop Terrace, Breakfast Buffet, Poolside Bar, Private Balcony, Butler Service, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Kids Club, Sauna, Additional Bathroom, Afrikaans, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Bridal Suite, Car Hire, 24-Hour Check-in, Chinese, Coffee Shop, Coffee / Tea Maker, Complimentary Tea, Currency Exchange, Desk, Doorperson, English, Extra Long Beds, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, German, Gift Shop, Hair Dryer, Head Massage, Hindi, Interconnected room(s) available, Iron, Ironing Service, Kids' Meals, Kid-Friendly Buffet, Kids' Outdoor Play Equipment, Laptop Safe, Massage, Newspaper, Nightclub / DJ, Outdoor Furniture, Parking Garage, Pool / Beach Towels, Private Check-in / Check-out, Russian, Salon, Seating Area, 24-Hour Security, Secured Parking, Shoeshine, Shops, Soundproof Rooms, Special Diet Menus, Steam Room, Sun Loungers / Beach Chairs, Sun Terrace, Sun Umbrellas, Taxi Service, Telephone, Turkish, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Kids pool, Archery Off-site, Bidet, Bowling Off-site, Cable / Satellite TV, Express Check-in / Check-out, Children's Television Networks, Children's Playground, Clothes Rack, Couples Massage, Electric Kettle, Executive Lounge Access, First Aid Kit, Free Wifi in the Business Center, Free Wired Internet in the Business Center, Full Body Massage, Hand Massage, Happy Hour, Highchairs Available, iPod Docking Station, Landmark View, Manicure, Neck Massage, Outdoor Dining Area, Pedicure, Personal Trainer, Pool View, Private Bathrooms, Radio, Shallow End, Squash Off-site, Sun Deck, Tamil, Tennis Court Off-site, Tile / Marble Floor, Ukrainian, Umbrella, Urdu, Valet Parking, Walk-in Shower, Wardrobe / Closet, Water Park Off-site, Photo Copier / Fax In Business Center A stunning landmark hotel in a distinctive pyramid shape merges Asian style with an Egyptian aesthetic. Ideally located in the city center with a shopping adventure lies around the corner as Raffles Dubai adjoins Wafi mall, one of Dubai's most exclusive shopping and leisure destinations, home to hundreds of boutiques offering an extensive selection of international haute couture, jewelries and gifts in addition to nearby authentic souks, including the impressive Khan Murjan, offering traditional crafts by artisans from the region. Featuring 252 luxurious rooms and suites, this award-winning Dubai hotel offers some of the most spacious rooms in the city, each with generously-sized private balconies. Brilliant contemporary interiors, faultless service and 7 superb restaurants and bars offering an extensive array of dining, entertainment and clubbing options, while Raffles Spa beckons with a pampering menu to emerge transformed, like a lotus that journey from bud to the radiance of full bloom."
19,raghup691,,,,," a simple place serving hot thin crust italian pizza with all fresh ingredients served hot ,all ingredients are 100%HALAL ,simple seated area , nice scenic veiw,friendly service and hospitality."
20,Zed2424,"Leicester, Leicestershire, England",,,,"Pool, Internet, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Non-smoking hotel, Safe, Swimup Bar, Flatscreen TV, Breakfast Buffet, Poolside Bar, Butler Service, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Sauna, Additional Bathroom, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, Coffee Shop, Couples Massage, Currency Exchange, Doorperson, English, Entertainment Staff, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Hair Dryer, Hammam, Head Massage, Hindi, Iron, Ironing Service, Kid-Friendly Buffet, Laptop Safe, Massage, Newspaper, Nightclub / DJ, Pool / Beach Towels, Pool with View, Portuguese, Paid Private Parking On-site, Paid Private Parking Nearby, Paid Public Parking Nearby, Paid Public Parking On-site, Russian, Salon, 24-Hour Security, Secured Parking, Shoeshine, Shops, Snack Bar, Soundproof Rooms, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Turkish, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Kids pool, Air Purifier, Children's Playground, Electric Kettle, First Aid Kit, Highchairs Available, Manicure, Pedicure, Personal Trainer, Strollers, Tile / Marble Floor, Ukrainian, Umbrella, Urdu, Valet Parking, Walk-in Shower, Beach Access Looking for a place to stay in Dubai? Then look no further than Rixos Premium Dubai, a luxury hotel that brings the best of Dubai to your doorstep.
Guest rooms offer amenities such as a flat screen TV, air conditioning, and a minibar, and guests can go online with free wifi offered by the hotel.
Rixos Premium Dubai features room service and a concierge, to help make your stay more enjoyable. The property also boasts a pool and breakfast. If you are driving to Rixos Premium Dubai, free parking is available.
Close to some of Dubai's most popular landmarks, such as Flying Cup (0.3 mi) and Dubai Water Canal (0.6 mi), Rixos Premium Dubai is a great destination for tourists.
While in Dubai, you may want to check out some of the restaurants that are a short walk away from Rixos Premium Dubai, including Buddha-Bar (0.7 mi), Barasti Beach Bar (1.0 mi), and Observatory Bar & Grill (0.9 mi).
Best of all, Rixos Premium Dubai makes it easy to experience some great Dubai attractions like The Walk At JBR (0.3 mi), which is a short distance away.
We’re sure you’ll enjoy your stay at Rixos Premium Dubai as you experience everything Dubai has to offer.
"
21,abdurahmans929,"Riyadh, Riyadh Province",,,,"Pool, Internet, Beachfront, Shuttle Bus Service, Suites, Room service, Free Internet, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Spa, Airport transportation, Wifi, Public Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Banquet Room, Air conditioning, Family Rooms, Multilingual Staff, Accessible rooms, Minibar, Conference Facilities, Babysitting, Non-smoking hotel, Safe, Swimup Bar, Flatscreen TV, Breakfast Buffet, Poolside Bar, Butler Service, Outdoor pool, Private Beaches, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Sauna, Additional Bathroom, Allergy-free Room, Arabic, ATM On Site, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Breakfast in the Room, Car Hire, Clothes Rack, Coffee Shop, Couples Massage, Currency Exchange, Doorperson, English, Entertainment Staff, Facial Treatments, Filipino, Fitness Classes, Fitness / Spa Locker Rooms, Foot Massage, Free Private Parking Nearby, Complimentary Instant Coffee, Complimentary Toiletries, French, 24-Hour Front Desk, Full Body Massage, German, Hair Dryer, Hammam, Head Massage, Hindi, Iron, Ironing Service, Kid-Friendly Buffet, Laptop Safe, Massage, Newspaper, Nightclub / DJ, Pool / Beach Towels, Pool with View, Portuguese, Paid Private Parking On-site, Paid Private Parking Nearby, Paid Public Parking Nearby, Paid Public Parking On-site, Russian, Salon, 24-Hour Security, Secured Parking, Shoeshine, Shops, Snack Bar, Soundproof Rooms, Steam Room, Sun Loungers / Beach Chairs, Sun Umbrellas, Taxi Service, Turkish, VIP Room Facilities, Wake Up Service / Alarm Clock, Wine / Champagne, Kids pool, Air Purifier, Children's Playground, Electric Kettle, First Aid Kit, Highchairs Available, Manicure, Pedicure, Personal Trainer, Strollers, Tile / Marble Floor, Ukrainian, Umbrella, Urdu, Valet Parking, Walk-in Shower, Beach Access Looking for a place to stay in Dubai? Then look no further than Rixos Premium Dubai, a luxury hotel that brings the best of Dubai to your doorstep.
Guest rooms offer amenities such as a flat screen TV, air conditioning, and a minibar, and guests can go online with free wifi offered by the hotel.
Rixos Premium Dubai features room service and a concierge, to help make your stay more enjoyable. The property also boasts a pool and breakfast. If you are driving to Rixos Premium Dubai, free parking is available.
Close to some of Dubai's most popular landmarks, such as Flying Cup (0.3 mi) and Dubai Water Canal (0.6 mi), Rixos Premium Dubai is a great destination for tourists.
While in Dubai, you may want to check out some of the restaurants that are a short walk away from Rixos Premium Dubai, including Buddha-Bar (0.7 mi), Barasti Beach Bar (1.0 mi), and Observatory Bar & Grill (0.9 mi).
Best of all, Rixos Premium Dubai makes it easy to experience some great Dubai attractions like The Walk At JBR (0.3 mi), which is a short distance away.
We’re sure you’ll enjoy your stay at Rixos Premium Dubai as you experience everything Dubai has to offer.
"
22,Getaway46367260035,,,,,"Pool, Room service, Free Internet, Restaurant, Bar/Lounge, Free Wifi, Non-smoking rooms, Fitness center, Air conditioning, Safe, Rooftop Pool, Breakfast Buffet, Internet, Suites, Free parking, Spa, Meeting rooms, Laundry Service, Family Rooms, Smoking rooms available, Outdoor pool, Breakfast Available Finding an ideal hotel in Fujairah does not have to be difficult. Welcome to V Hotel Fujairah, a nice option for travelers like you.
Rooms at V Hotel Fujairah offer a minibar and air conditioning providing exceptional comfort and convenience, and guests can go online with free wifi.
Room service is one of the conveniences offered at this hotel. A pool and breakfast will also help to make your stay even more special. If you are driving to V Hotel Fujairah, free parking is available.
While staying at V Hotel Fujairah, visitors can check out Our Lady Of Perpetual Help Church (1.7 mi), which is a popular Fujairah attraction.
If you’re looking for a Mediterranean restaurant, consider a visit to Al Meshwar Restaurant, Shardana Italian Restaurant, or Sardinia Restaurant, which are all conveniently located a short distance from V Hotel Fujairah.
Plus, during your trip, don’t forget to check out some of the popular parks, such as Kalba Corniche Park and Madhab Sulpheric Spring Park.
V Hotel Fujairah puts the best of Fujairah at your fingertips, making your stay both relaxing and enjoyable.
"
23,OnAir49634889767,,,,,"Pool, Internet, Suites, Room service, Free parking, Wheelchair access, Restaurant, Bar/Lounge, Pets Allowed, Spa, Airport transportation, Wifi, Free Wifi, Dry Cleaning, Meeting rooms, Hot Tub, Non-smoking rooms, Business center, Fitness center, Laundry Service, Concierge, Air conditioning, Multilingual Staff, Minibar, Babysitting, Safe, Breakfast Buffet, Outdoor pool, Breakfast Available, Parking, Facilities for Disabled Guests, Housekeeping, Sauna, Additional Bathroom, Allergy-free Room, Arabic, Baggage Storage, Bath / Shower, Bathrobes, Blackout Curtains, Bottled Water, Car Hire, 24-Hour Check-in, Coffee Shop, Complimentary Tea, Desk, Doorperson, English, Fitness Classes, Fitness / Spa Locker Rooms, Free Private Parking Nearby, Free Public Parking Nearby, Complimentary Instant Coffee, 24-Hour Front Desk, Hindi, Iron, Ironing Service, Italian, Nightclub / DJ, Pool / Beach Towels, Private Check-in / Check-out, Russian, Seating Area, 24-Hour Security, Soundproof Rooms, Spanish, Special Diet Menus, Street Parking, Sun Terrace, Sun Umbrellas, Taxi Service, Telephone, Wake Up Service / Alarm Clock, Flatscreen TV, Cable / Satellite TV, Chinese, Clothes Rack, German, Laptop Safe, Private Bathrooms, Valet Parking Housed in the iconic Opus by Omniyat building in the Burj Khalifa district, ME Dubai stands out from the crowd. All 93 rooms and suites of ME Dubai are congruent with Dame Zaha Hadid’s signature Design. Her organic shapes, flowing in appearance, combine with geometric structures to create positive energy and a calming, serene mood. Rooms include a 65inch 4K LED TV, MaxiBar with coffee and tea making facilities, complimentary Wi-Fi, large bathroom with torrential rain shower and bathtub, plus state-of-the-art BOSE sound system. Regard ME Dubai as your ‘Lifestyle Concierge’, delivering bespoke à la carte or pre-selected services within your personal space, tailored to your personality. Whether you’re looking to immerse yourself in the country’s deep-rooted history or explore the emerging art and design scene, Dubai has something to offer for everyone. The pool will be closed until August 1st."
24,ebraheemh2024,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
25,D8575QTnaifa,,,,," Salalah's best hangout venue. Casual Restaurant/Pub setting with amazing food (including the best steaks in town) and a wide selection of beers, wines, and spirits. Beautiful views of the ocean with both inside seating and an amazing outside terrace seating area."
